"abstract","label"
"It is well-known that fitting Color–Magnitude Diagrams (CMDs) to theoretical isochrones is the main method to determine star cluster ages. However, when CMDs are not available, the Spectral Energy Distribution (SED)-fitting technique is the only other approach, although it suffers the age–metallicity–reddening degeneracy. In this work, we gather the ages, metallicities, and masses of dozens of M31 star clusters from the CMD-fitting with Hubble Space Telescope images from the literature for comparison. We check the reliability of the SED-fitting results with different models, i.e., Bruzual &amp; Charlot model (BC03), Galaxy Evolutionary Synthesis Models (GALEV), and Advanced Stellar Population Synthesis (ASPS) for the simple stellar populations (SSPs) with single stars (ss)-SSP/binary-star (bs)-SSPs models. The photometry bands includes the Galaxy Evolution Explorer GALEX FUV/NUV bands, optical/near-infrared UBVRIJHK bands, as well as the Wide-field Infrared Survey Explorer (WISE) W1/W2 bands. The comparisons show that the SED-fitting ages agree well with the CMD-fitting ages, either with the fixed metallicity or with the free metallicity for both the BC03 and the GALEV model. However, for the ASPS models, it seems that SED-fitting results are systematically older than the CMD ages, especially for the ages log t &lt; 9.0 (year). The fitting also shows that the GALEX FUV/NUV-band are more important than the WISE W1/W2 for constraining the ages, which confirms the previous findings. We also derived the masses of our sample star clusters from the BC03 and GALEV models and it is found that the values agree well with those in the literature.","astronomy"
"Light-curve inversion (LI) is a powerful imaging technique and widely used in stellar surface imaging and starspot reconstruction. It can be used to reconstruct a high-resolution image from a light curve of a star via the conversion from temporal resolution to spatial resolution. However, as an ill-posed problem, accurate resulting spot-to-photosphere brightness ratio (SBR) is hard to achieve because of the limitation of the single regularization of the traditional LI method. To address the existing problems, we propose a new method, namely LI with bipartite regularization (LIBR), to extend the capability of LI. This new method employs adaptive SBR adjustment in each iteration of the fitting process to obtain accurate intensity distribution. As shown in the simulations, the SBR produced by the LIBR method indicates that the model can mimic the actual stellar surface as closely as possible. Therefore, it becomes possible to be used for analyzing starspots from massive high-quality observed data derived from the Kepler Space Telescope and the Transiting Exoplanet Survey Satellite.","astronomy"
"Two mathematical models of three bodies of variable masses are used to obtain a qualitative description of two interacting galaxies with mass exchange and mass loss. The reference system is centered on the largest body (the most massive galaxy), and the other two bodies are allowed to move around this one under the laws of gravity. The third body, which simulated the mass lost by the second galaxy in the form of a tail, increases its mass due to the mass lost by the second body and follows its trajectory. We are interested in knowing the time evolution of the separation of the two bulges of the interacting galaxies, and the parameters for the analytical models are obtained by running simulations with the GADGET-2 N-body code. The resulting behavior of this distance in our mathematical models is qualitatively in good agreement with that obtained by this code.","astronomy"
"The results of classical CCD observations for 371 double or multiple stars (450 pairs) obtained at both, Serbian Astronomical Station on the mountain of Vidojevica (ASV) and Bulgarian National Astronomical Observatory at Rozhen (NAOR) are presented. At ASV the observations were performed with the 0.6 m telescope in the first half of 2016 during 11 nights, and with the newly mounted 1.4 m telescope in the second half of 2016 during 16 nights. At NAOR, the observations were performed with the 2 m telescope during four nights. In this paper, we present 477 measurements (position angle and angular separation) for these 450 pairs. Among them there are 41 pairs with published orbital or linear elements and residuals are given for them. Some pairs have measurements for several epochs. Our observed pairs have angular separations in the interval from 1.″60 to 190.″30, with a mean angular separation of 14.″87 and a median value of 4.″34. Two new pairs and linear elements for four pairs which are calculated for the first time are also presented.","astronomy"
"We present detailed analyses of updated eclipse timing diagrams for 32 contact binary merger candidates in the Galactic bulge. The photometric data was obtained from 2016 to 2021 using the Korea Microlensing Telescope Network with the 1.6 m telescopes located at three southern sites (CTIO, SAAO, and SSO). The times of minimum lights were determined by applying the binary-star model to full light curves created at half-year intervals from the observations. The orbital period variations of the binary systems were analyzed using the O − C diagrams from our new timings with the others published in the literature, which are based on the OGLE observations from 2001 to 2015. As results, the orbital periods and period-decreasing rates of 32 binary systems were located to be in the ranges of 0.370 to 1.238 days and from −3.0 to −13.1 × 10−6 day yr−1, respectively. Out of these stars, 24 systems show a combination effect of a parabola and a light travel time caused by a third body, and their outer orbital periods are in the range of 9.1–26.5 yr. We propose that all of our merger candidates need additional monitoring observations to study a luminous-red nova progenitor.","astronomy"
"We present orbital elements for 22 single-line binaries, nine of them studied for the first time, determined from a joint spectroscopic and astrometric solution. The astrometry is based on interferometric measurements obtained with the HRCam Speckle camera on the SOAR 4.1 m telescope at Cerro Pachon, Chile, supplemented with historical data. The spectroscopic observations were secured using Echelle spectrographs (FEROS, FIDEOS, and HARPS) at La Silla, Chile. A comparison of our orbital elements and systemic velocities with previous studies, including Gaia radial velocities, shows the robustness of our estimations. By adopting suitable priors of the trigonometric parallax and spectral type of the primary component, and using a Bayesian inference methodology developed by our group, we were able to estimate mass ratios for these binaries. Combining the present results with a previous study of other single-line binaries from our team, we present a pseudo mass-to-luminosity relationship based on 23 systems (46 stars) in the mass range 0.6 ≤ M ⊙ ≤ 2.5. We find a reasonable correspondence with a fiducial mass-to-luminosity relationship. We conclude that our methodology does allow us to derive tentative mass ratios for these types of binaries.","astronomy"
"We propose a novel exact method to solve the probabilistic catalog matching problem faster than previously possible. Our new approach uses mixed integer programming and introduces quadratic constraints to shrink the problem by multiple orders of magnitude. We also provide a method to use a feasible solution to dramatically speed up our algorithm. This gain in performance is dependent on how close to optimal the feasible solution is. Also, we are able to provide good solutions by stopping our mixed integer programming solver early. Using simulated catalogs, we empirically show that our new mixed integer program with quadratic constraints is able to be set up and solved much faster than previous large linear formulations. We also demonstrate our new approach on real-world data from the Hubble Source Catalog. This paper is accompanied by publicly available software to demonstrate the proposed method.","astronomy"
"In this study, we introduced a quantitative parameter, the magnetic field strength difference, to denote the intensity of the magnetic pileup effect at Mars. Using a three-dimensional multispecies MHD model, the effects of the interplanetary magnetic field (IMF) and the solar wind dynamic pressure (P d ) constituted with different densities and velocities on the magnetic pileup were examined. Our results show that: (1) the magnetic pileup at Mars mainly occurs at the dayside region and its magnitude is generally decreasing with increasing solar zenith angle. The magnetic pileup is generally weak in the intense crustal field region, while it is strong in the weak crustal field region. (2) The perpendicular IMF components, B Y and B Z , dominate the magnetic pileup, while the radial IMF component, B X , has little effect. In the intense crustal field region, when the IMF and crustal field are primarily in the same direction, the magnetic field is piled up and the pileup magnitude is generally strong. While the directions of the crustal field and IMF are opposite, the occurrence of magnetic reconnection can weaken the local magnetic pileup. (3) Under the same P d , a higher solar wind velocity results in a higher intensity and a larger region of the magnetic pileup. When P d increases, the magnitude of the magnetic pileup is enhanced, but the pileup region shrinks. In addition, for an increasing P d , at the center of the induced magnetotail, the asymmetric current sheet can lead to similar asymmetries of the pileup.","astronomy"
"High-resolution spectra with iSHELL on IRTF in the K and M bands of the young, heavily accreting B1.5Ve star MWC 297 show numerous double-peaked CO lines. These CO lines originate in an inclined gaseous disk in Keplerian rotation. MWC 297 is the only early B star known to show a Keplerian disk in CO. Analysis of the spectra shows that 12CO 1–0 is optically thick for the low excitation lines. Even the 13CO 1–0 and 12CO 2–1 have somewhat optically thick lines at low J levels. We find that the CO emission in the disk can be fitted with CO being in a narrow ring at a radius of 12 au, with a temperature of 1500 K and a CO column density of 1.6 × 1018 cm−2. This model underestimates the line strength of high-J lines, indicating that they are excited by fluorescence. The CO overtone lines have a similar temperature. The 13CO lines are much brighter than expected from interstellar isotope ratios. The 13CO lines are wider than the 12CO ones, suggesting different excitation conditions. The same is true for 12CO 2–1. We see strong absorption in 12CO and 13CO 1–0 at low J levels, which is due to two cold foreground clouds. These clouds, one with a temperature of 8.3 K and a column density of 6.7 1017 cm−2 and the other one colder and with lower column density, can fully account for the observed extinction toward MWC 297.","astronomy"
"We present a comprehensive analysis of a very long-period (124.93669 days) eclipsing binary KIC 9028474, which is composed of F9V+G1V components on a highly eccentric (e = 0.82029) orbit. Masses and radii of the primary and the secondary components are M 1 = 1.18 ± 0.04 M ⊙, M 2 = 1.04 ± 0.03 M ⊙, R 1 = 1.52 ± 0.02 R ⊙, and R 2 = 1.11 ± 0.01 R ⊙, respectively. Eclipse time variations show the presence of apsidal motion, which in turn shows the existence of a third body in a relatively close orbit. Simultaneous analysis of infrared spectra and space photometry reveals that the primary component is about to leave the main sequence, indicating an age of 5.2 ± 0.8 Gyr for the system. Theoretical evaluation of the observed eccentricity indicates that the components of KIC 9028474 will end their whole life much before the orbital circularization is achieved. Given the limited resolution of the spectra, we can only place an upper limit on the rotational velocities of each star, thus a theoretical evaluation of the synchronization of the components.","astronomy"
"Orbit flips have been previously found under the eccentric Lidov–Kozai effect (ELK) in hierarchical three-body systems. Recently, we have found that, in certain conditions, the orbit can flip its orientation in a much different manner, where the stellar oblateness plays an important role. In this paper, orbit-flip behaviors with the ELK effect are investigated as the stellar oblateness varies within a wide range. This is of significance because recent works have shown that the oblateness of young stars has a widespread distribution and may have critical effects on sculpting the final orbital states of close-in planets. Our dynamical model includes the secular potential of the perturber to octupole order and the secular effects of the stellar oblateness. An alignment between the orbit plane of the outer perturber and the stellar bulge is assumed. Our findings mainly consist of two aspects. (i) A new type of orbit-flipping mechanism induced by a combination of the ELK and stellar oblateness effects, referred to as the ELK–J 2 effect, is discovered and confirmed. (ii) We demonstrate that, in the considered aligned configuration, the stellar oblateness suppresses orbit flips due to the ELK effect and produces new flips through the ELK–J 2 effect. Moreover, if the stellar oblateness perturbations are of the same order as the octupole perturbations of the outer perturber, the ELK-induced orbit flips are almost entirely suppressed, while the ELK–J 2 effect reaches its peak for the considered strength of the octupole perturbations. However, from a global view, stellar oblateness always reduces flipping orbits.","astronomy"
"Characterizing rocky exoplanet atmospheres is a key goal of exoplanet science, but interpreting such observations will require understanding the stellar ultraviolet (UV) irradiation incident on the planet from its host star. Stellar UV mediates atmospheric escape, photochemistry, and planetary habitability, and observations of rocky exoplanets can only be understood in the context of the UV spectral energy distribution (SED) of their host stars. Particularly important are SEDs from observationally favorable but poorly understood low-mass M-dwarf stars, which are the only plausible targets for rocky planet atmospheric characterization for the next 1–2 decades. In this work, we explore the utility of AstroSat UltraViolet Imaging Telescope (UVIT) for the characterization of the UV SEDs of low-mass stars. We present observations of the nearby M0 star HIP 23309 in the far-UV (FUV) and near-UV (NUV) gratings of UVIT. Our FUV spectra are consistent with contemporaneous Hubble Space Telescope (HST) data and our NUV spectra are stable between orbits, suggesting UVIT is a viable tool for the characterization of the SEDs of low-mass stars. We apply our measured spectra to simulations of photochemistry and habitability for a hypothetical rocky planet orbiting HIP 23309 and elucidate the utility and limitations of UVIT in deriving UV SEDs of M-dwarf exoplanet hosts. Our work validates UVIT as a tool to complement HST in the characterization of exoplanet host stars and carries implications for its successor missions like INSIST.","astronomy"
"The results of 3611 intensified CCD observations of double stars, made with the 26 inch refractor of the U.S. Naval Observatory, are presented. Each observation of a system represents a combination of over 2000 short-exposure images. These observations are averaged into 1857 mean relative positions and range in separation from 0.″341 to 128.″644, with a median separation of 6.″533. Two systems have their orbits improved and one has its first determination. This is the 24th in this series of papers and covers the period 2018 May 24 through 2019 October 28.","astronomy"
"The evanescent wave coronagraph uses the principle of frustrated total internal reflection (FTIR) to suppress the light coming from the star and study its close environment. Its focal plane mask is composed of a lens and a prism placed in contact with each other to produce the coronagraphic effect. In this paper, we present the experimental results obtained using an upgraded focal plane mask of the Evanescent Wave Coronagraph (EvWaCo). These experimental results are also compared to the theoretical performance of the coronagraph obtained through simulations. Experimentally, we reach a raw contrast equal to a few 10−4 at a distance equal to 3 λ/D over the full I band (λ c = 800 nm, Δλ/λ ≈ 20%) and equal to 4 λ/D over the full R band (λ c = 650 nm, Δλ/λ ≈ 23%) in unpolarized light. However, our simulations show a raw contrast close to 10−4 over the full I band and R band at the same distance, thus confirming the theoretical achromatic advantage of the coronagraph. We also verify the stability of the mask through a series of contrast measurements over a period of 8 months. Furthermore, we measure the sensitivity of the coronagraph to the lateral and longitudinal misalignment of the focal plane mask and to the lateral misalignment of the Lyot stop.","astronomy"
"The supernova remnant (SNR) B0532−67.5 in the Large Magellanic Cloud (LMC) was first diagnosed by its nonthermal radio emission, and its SNR nature was confirmed by the observation of diffuse X-ray emission; however, no optical SNR shell is detected. The OB association LH75, or NGC 2011, is projected within the boundary of this SNR. We have analyzed the massive star population in and around SNR B0532−67.5 using optical photometric data to construct color–magnitude diagrams, using stellar evolutionary tracks to estimate stellar masses, and using isochrones to assess the stellar ages. From these analyses, we find a 20–25 Myr population in LH75 and a younger population less than 10 Myr old to the southwest of LH75. The center of SNR B0532−67.5 is located closer to the core of LH75 than to the massive stars to its southwest. We conclude that the supernova progenitor was probably a member of LH75 with an initial mass of ∼15 M ⊙. The supernova exploded in an H i cavity excavated by the energy feedback of LH75. The low density of the ambient medium prohibits the formation of a visible nebular shell. Despite the low density in the ambient medium, physical properties of the hot gas within the SNR interior do not differ from SNRs with a visible shell by more than a factor of 2–3. The large-scale H i map shows that SNR B0532−67.5 is projected in a cavity that appears to be connected with the much larger cavity of the supergiant shell LMC-4.","astronomy"
"The ancient Large Magellanic Cloud (LMC) globular cluster NGC 2005 has recently been reported to have an ex situ origin, thus, setting precedents that the LMC could have partially formed from smaller merged dwarf galaxies. We here provide additional arguments from which we conclude that is also fairly plausible an in situ origin of NGC 2005, based on the abundance spread of a variety of chemical elements measured in dwarf galaxies, their minimum mass in order to form globular clusters, the globular cluster formation imprints kept in their kinematics, and the recent modeling showing that explosions of supernovae are responsible for the observed chemical abundance spread in dwarf galaxies. The present analysis points to the need for further development of numerical simulations and observational indices that can help us to differentiate between two mechanisms of galaxy formation for the LMC; namely, a primordial dwarf or an initial merging event of smaller dwarfs.","astronomy"
"Correlations of polarization components in the coordinate frame are a natural basis for searches of parity-violating modes in the cosmic microwave background. This fact can be exploited to build estimators of parity-violating modes that are local and robust with respect to partial-sky coverage or inhomogeneous weighting. As an example application of a method based on these ideas, we develop a peak stacking tool that isolates the signature of parity-violating modes. We apply the tool to Planck maps and obtain a constraint on the monopole of the polarization rotation angle at 95% We also demonstrate how the tool can be used as a local method for reconstructing maps of direction dependent rotation .","astronomy"
"The open cluster IC 1369, located in Cygnus close to the galactic equator at the 89.°6 longitude, and its vicinity are investigated by applying two-dimensional photometric classification of stars down to V = 19 mag measured in the Vilnius seven-color photometric system. Employing the Gaia DR2 coordinates, parallaxes, and proper motions, 143 cluster members are found having cluster membership probabilities ≥0.75. The hottest stars of the evolved main sequence are of spectral class B9. Distances to the cluster, determined by two methods based on the Gaia parallaxes, are 3280 and 3370 pc with an uncertainty of 400–500 pc. Employing the physical HR diagram with the coordinates versus and the Padova isochrones, the cluster age is found to be between 300 and 350 Myr. Among the cluster members we identified six red giants of spectral classes G5–G8 and luminosities II–III, 17 Am stars, one Ap star, and one B5 blue straggler. The extinction shows a steep rise up to ∼2.0 mag at 300–700 pc, caused by the extensions of the dust cloud LDN 970 and the Great Cygnus Rift, and up to ∼2.5 mag at the edge of the Perseus arm at 3.0 kpc. The extinction is almost constant between 0.9 and 2.5 kpc from the Sun. The average extinction of the cluster members is 2.54 mag. A systematic error of color excesses found in the Argonaut calculator results is discussed.","astronomy"
